,x,y,stru_type,size
2503,17.44612,15.733062,Decahedron,0.765
2504,5.0285707,61.26748,BCC,0.285
2505,-45.23016,60.34337,HCP,0.28
2506,-44.088795,31.462162,HCP,0.48
2507,-19.46571,85.70812,Decahedron,0.115
2508,-39.83815,89.10881,HCP,0.12
2509,39.68608,13.268833,Decahedron,0.96
2510,16.292747,-0.4939478,HCP,0.96
2511,-42.80002,37.4745,HCP,0.42
2512,23.54947,-0.7551466,HCP,0.98
2513,64.16089,18.935503,SC,0.925
2514,-29.41145,28.995413,HCP,0.48
2515,-44.77478,9.913993,HCP,0.7
2516,-6.3615694,38.165848,Decahedron,0.425
2517,13.690655,21.145376,Decahedron,0.735
2518,-12.215207,90.46092,Octahedron,0.095
2519,15.72092,14.182363,Decahedron,0.765
2520,-51.232845,17.470016,HCP,0.6
2521,5.039339,42.28817,SC,0.465
2522,-55.89402,35.20599,HCP,0.45
2523,-27.502214,76.0242,HCP,0.16
2524,-15.764751,19.797934,HCP,0.6
2525,14.520683,40.0329,SC,0.585
2526,-46.29862,61.096226,HCP,0.28
2527,-39.560966,102.12254,HCP,0.06
2528,-11.947016,24.940252,Decahedron,0.555
2529,18.402115,62.532925,BCC,0.415
2530,-40.13034,102.066315,HCP,0.06
2531,-14.928895,62.26222,Decahedron,0.245
2532,-45.810295,30.204762,HCP,0.48
2533,-44.989933,71.916565,HCP,0.21
2534,58.24599,24.594204,SC,0.895
2535,0.57426566,5.860483,HCP,0.84
2536,25.595364,1.0242069,HCP,0.98
2537,-55.956856,18.015867,HCP,0.6
2538,-22.8157,27.14038,HCP,0.5
2539,-4.4133215,13.995055,HCP,0.72
2540,-32.41121,17.387749,HCP,0.64
2541,-56.09599,47.64105,HCP,0.36
2542,3.4517553,55.20585,FCC,0.315
2543,-25.46788,119.76444,Decahedron,0.025
2544,-8.279077,82.531136,SC,0.125
2545,-16.487112,99.92425,FCC,0.065
2546,2.419349,0.73599523,HCP,1.0
2547,20.557463,0.9545747,HCP,0.98
2548,-58.662327,36.242195,HCP,0.45
2549,-26.730968,24.472782,HCP,0.54
2550,13.85364,1.0901978,HCP,0.96
2551,-52.69449,82.87967,HCP,0.16
2552,-50.63332,52.65754,HCP,0.32
2553,-16.27078,89.15509,Decahedron,0.095
2554,-6.8128066,3.5204556,HCP,0.9
2555,-5.606888,91.87764,SC,0.095
2556,-5.539887,91.56724,SC,0.095
2557,-4.747903,75.3213,SC,0.165
2558,-16.151733,89.00579,Decahedron,0.095
2559,35.54834,39.63985,BCC,0.685
2560,-25.261099,70.06351,HCP,0.18
2561,36.675423,28.352558,FCC,0.825
2562,-56.062637,95.22629,HCP,0.09
2563,-16.436104,81.64773,Decahedron,0.125
2564,25.772226,3.981609,HCP,0.96
2565,-18.944818,46.912148,Decahedron,0.355
2566,-10.428315,67.59739,Decahedron,0.195
2567,-2.799488,-3.0909903,HCP,1.0
2568,-21.934177,116.26925,Octahedron,0.03
2569,30.371517,22.87611,Decahedron,0.78
2570,-14.874888,38.750626,Decahedron,0.4
2571,27.278856,6.199889,HCP,0.96
2572,-60.15984,64.59664,HCP,0.27
2573,-32.29823,23.283344,HCP,0.56
2574,36.6768,11.477575,Decahedron,0.96
2575,15.2711,52.59349,BCC,0.445
2576,-15.268518,67.191734,Decahedron,0.2
2577,-40.167503,102.17239,HCP,0.06
2578,4.724926,42.670918,SC,0.465
2579,-40.213165,76.26186,HCP,0.18
2580,-11.562591,55.345478,Decahedron,0.275
2581,-42.29036,15.401827,HCP,0.63
2582,-40.87671,89.5724,HCP,0.12
2583,-45.421776,8.892495,HCP,0.7
2584,-45.260986,30.987556,HCP,0.48
2585,-20.85732,74.76323,Decahedron,0.155
2586,-25.062693,17.377146,HCP,0.63
2587,24.945335,59.120747,BCC,0.455
2588,47.795753,15.480381,SC,0.975
2589,-45.386665,71.74988,HCP,0.21
2590,8.049961,81.008934,BCC,0.175
2591,-38.376442,30.580011,HCP,0.49
2592,11.447112,28.636093,SC,0.615
2593,-17.794588,-1.6185062,HCP,0.9
2594,33.204853,18.365633,Decahedron,0.88
2595,17.173437,48.331745,BCC,0.475
2596,-16.985918,69.027084,Decahedron,0.2
2597,-41.147766,89.52228,HCP,0.12
2598,-12.067637,3.4033678,HCP,0.9
2599,-50.092308,19.79187,HCP,0.6
2600,1.6659007,55.187004,FCC,0.315
2601,-25.224237,122.3853,Decahedron,0.025
2602,-23.057747,107.908875,HCP,0.04
2603,-25.203964,70.15026,HCP,0.18
2604,-16.381607,88.98206,Decahedron,0.095
2605,-18.31233,130.39671,BCC,0.045
2606,-37.63974,81.2631,HCP,0.15
2607,-4.227691,88.41468,SC,0.135
2608,11.349297,1.2286869,HCP,0.96
2609,13.452235,30.834658,SC,0.615
2610,-34.333,7.72547,HCP,0.72
2611,14.501603,39.94529,SC,0.585
2612,-25.601467,89.90268,HCP,0.09
2613,-9.512703,98.99767,BCC,0.075
2614,-11.755419,45.426815,Decahedron,0.375
2615,0.5025655,25.549583,Decahedron,0.58
2616,-24.722841,82.83203,HCP,0.12
2617,-17.562305,6.407725,HCP,0.81
2618,-3.6916332,31.15056,Decahedron,0.5
2619,-6.07173,58.669926,SC,0.285
2620,-44.292953,31.566545,HCP,0.48
2621,57.691578,46.2766,BCC,0.905
2622,-29.398859,60.491173,HCP,0.24
2623,-37.558216,9.4370775,HCP,0.72
2624,-30.842995,22.51531,HCP,0.56
2625,0.97420776,86.94861,BCC,0.135
2626,-20.88977,59.255756,Decahedron,0.255
2627,-61.600296,77.00396,HCP,0.2
2628,-33.4227,44.451996,HCP,0.36
2629,-18.585049,44.82828,Decahedron,0.355
2630,23.692015,57.86324,BCC,0.455
2631,25.993813,19.213852,Decahedron,0.78
2632,-3.3614016,30.856007,Decahedron,0.5
2633,18.315054,20.850449,Decahedron,0.73
2634,-18.776834,112.911026,Decahedron,0.035
2635,34.58123,38.850735,BCC,0.715
2636,-16.512732,99.841896,FCC,0.065
2637,-23.08644,107.64489,HCP,0.04
2638,-30.439907,85.64699,HCP,0.12
2639,-10.460934,67.6587,Decahedron,0.195
2640,-29.658878,12.20456,HCP,0.72
2641,18.165564,7.1955614,HCP,0.9
2642,0.63299537,48.346893,SC,0.405
2643,57.05764,47.05531,BCC,0.905
2644,3.9699636,6.9643226,HCP,0.84
2645,-52.323467,83.0201,HCP,0.16
2646,-16.24587,88.687195,Decahedron,0.095
2647,2.7124887,50.11945,SC,0.405
2648,33.024704,18.35897,Decahedron,0.88
2649,-25.12332,69.83678,HCP,0.18
2650,-19.499823,102.272964,Decahedron,0.065
2651,-44.590405,36.614265,HCP,0.42
2652,-61.316765,89.91841,HCP,0.1
2653,-12.228048,25.176756,Decahedron,0.555
2654,-17.25699,58.48832,Icosahedron,0.275
2655,-44.522232,99.967606,HCP,0.07
2656,50.031307,17.586847,SC,0.975
2657,-64.92356,44.00339,HCP,0.4
2658,-13.601364,31.157867,Decahedron,0.505
2659,-24.747574,112.09131,HCP,0.03
2660,-15.299173,111.761,SC,0.035
2661,-7.932659,25.891132,Decahedron,0.555
2662,63.206955,13.556198,SC,0.925
2663,9.1246805,81.950356,BCC,0.175
2664,-23.124231,107.663574,HCP,0.04
2665,8.675328,48.31183,FCC,0.435
2666,-16.599693,100.100945,FCC,0.065
2667,8.40514,48.81695,FCC,0.435
2668,-64.91341,63.45974,HCP,0.3
2669,-54.79788,20.138092,HCP,0.6
2670,-54.163567,26.096348,HCP,0.54
2671,24.012419,50.316936,BCC,0.565
2672,40.53211,13.580054,Decahedron,0.96
2673,-3.5927691,58.757137,SC,0.285
2674,-12.360376,41.056923,Decahedron,0.4
2675,58.147064,21.897074,SC,0.895
2676,-10.742056,56.106365,Decahedron,0.275
2677,-29.908411,109.61973,HCP,0.04
2678,5.1654053,30.306828,Decahedron,0.525
2679,13.097056,30.148975,SC,0.615
2680,32.454674,7.435696,HCP,1.0
2681,-1.9483502,84.84336,SC,0.135
2682,61.36012,21.267353,SC,0.885
2683,15.715361,47.539665,BCC,0.475
2684,-41.85068,65.83533,HCP,0.24
2685,-36.08793,57.640453,HCP,0.25
2686,-13.631264,17.499968,Icosahedron,0.735
2687,-7.1120086,91.52214,SC,0.095
2688,3.3457658,55.180656,FCC,0.315
2689,0.22343846,6.0616045,HCP,0.84
2690,29.096426,29.108902,Octahedron,0.73
2691,-7.6466637,-5.014871,HCP,1.0
2692,-32.41605,67.55562,HCP,0.2
2693,-25.287838,70.01421,HCP,0.18
2694,-37.413303,38.539696,HCP,0.42
2695,-4.0554237,64.045204,Octahedron,0.22
2696,-25.300095,69.592804,HCP,0.18
2697,-0.35278583,68.30152,FCC,0.215
2698,5.7564163,44.661884,SC,0.465
2699,-61.41741,76.65159,HCP,0.2
2700,-0.53678226,43.45667,Octahedron,0.425
2701,-15.643016,67.735916,Decahedron,0.2
2702,-21.096342,59.236713,Decahedron,0.255
2703,-13.438371,51.828846,Decahedron,0.27
2704,64.45257,16.683462,SC,0.925
2705,-19.531048,101.87934,Decahedron,0.065
2706,-10.532433,25.601133,Decahedron,0.555
2707,-52.851376,55.95959,HCP,0.32
2708,-48.975544,60.504307,HCP,0.28
2709,-38.965736,29.137545,HCP,0.49
2710,44.327267,32.057934,FCC,0.855
2711,-50.68611,82.95595,HCP,0.16
2712,-6.7980766,-4.0329385,HCP,1.0
2713,-5.056029,66.284546,Octahedron,0.22
2714,-16.957365,58.598248,Icosahedron,0.275
2715,-30.093306,17.941364,HCP,0.64
2716,-32.27201,1.9355135,HCP,0.8
2717,26.857632,3.9759235,HCP,0.96
2718,-24.758423,112.04153,HCP,0.03
2719,-24.663054,112.37261,HCP,0.03
2720,15.009178,-0.6610985,HCP,0.96
2721,5.2550983,13.323426,HCP,0.75
2722,-38.525673,61.919117,HCP,0.24
2723,28.578007,10.86367,Decahedron,0.89
2724,-30.580385,85.716774,HCP,0.12
2725,-16.4157,93.83122,Decahedron,0.09
2726,-32.076973,53.80285,HCP,0.3
2727,36.971294,47.200043,BCC,0.745
2728,-45.187046,60.01932,HCP,0.28
2729,-28.14523,37.895493,HCP,0.4
2730,9.663961,14.802701,Icosahedron,0.735
2731,-37.886593,54.00072,HCP,0.3
2732,-46.361286,14.746024,HCP,0.63
2733,-23.55815,32.950623,HCP,0.45
2734,-7.378622,21.010197,HCP,0.64
2735,-42.409683,37.624878,HCP,0.42
2736,-36.115433,69.95472,HCP,0.2
2737,52.009613,21.846016,SC,0.895
2738,-10.450681,67.57661,Decahedron,0.195
2739,3.4320607,8.127557,HCP,0.84
2740,-15.176829,104.58243,Icosahedron,0.065
2741,0.7807042,87.09933,BCC,0.135
2742,-33.959988,23.331451,HCP,0.56
2743,-23.095543,107.77822,HCP,0.04
2744,-27.28534,24.034054,HCP,0.54
2745,57.464222,43.98383,BCC,0.905
2746,-47.367054,73.741425,HCP,0.21
2747,-32.496506,67.442,HCP,0.2
2748,2.6597817,13.0609455,HCP,0.75
2749,-12.071836,77.95121,Decahedron,0.145
2750,-54.823204,19.900219,HCP,0.6
2751,-10.9036665,88.4283,Octahedron,0.095
2752,-48.14163,31.678843,HCP,0.48
2753,-54.119343,92.68976,HCP,0.09
2754,-27.612324,23.674572,HCP,0.54
2755,-32.012318,53.059116,HCP,0.3
2756,-42.37022,77.02258,HCP,0.18
2757,-62.101288,66.39015,HCP,0.27
2758,-25.200453,122.88012,Decahedron,0.025
2759,26.230991,1.0267407,HCP,0.98
2760,-12.772228,30.66593,Decahedron,0.505
2761,40.78643,5.106584,HCP,1.0
2762,-60.164585,64.15485,HCP,0.27
2763,-54.750793,47.275948,HCP,0.36
2764,-14.555545,38.36203,Decahedron,0.4
2765,8.013627,39.647175,FCC,0.465
2766,-34.962975,14.995497,HCP,0.64
2767,-22.855349,27.00991,HCP,0.5
2768,0.70781076,87.14984,BCC,0.135
2769,-29.792582,109.37611,HCP,0.04
2770,-32.098225,75.60651,HCP,0.16
2771,-59.40816,50.369534,HCP,0.36
2772,47.521824,24.623856,SC,0.855
2773,-62.84642,67.42904,HCP,0.27
2774,26.935884,21.30004,Decahedron,0.78
2775,-25.427608,18.082382,HCP,0.63
2776,24.268175,58.381283,BCC,0.455
2777,-23.14715,41.659435,HCP,0.36
2778,-21.301655,129.7312,BCC,0.045
2779,-21.046135,55.646576,HCP,0.27
2780,1.0637275,86.59885,BCC,0.135
2781,-36.776558,44.091618,HCP,0.36
2782,13.450858,54.70296,BCC,0.445
2783,-40.03018,73.90506,HCP,0.18
2784,5.3640566,5.597261,HCP,0.84
2785,-53.69173,96.72243,HCP,0.08
2786,-22.769672,41.886993,HCP,0.36
2787,-22.198605,28.37051,HCP,0.5
2788,-24.540169,112.39266,HCP,0.03
2789,-0.1557731,19.65743,Decahedron,0.635
2790,-51.53347,42.912952,HCP,0.4
2791,-44.90959,100.347015,HCP,0.07
2792,-54.009304,69.248146,HCP,0.24
2793,-29.969004,109.44627,HCP,0.04
2794,-10.941425,88.46721,Octahedron,0.095
2795,-24.477903,112.50735,HCP,0.03
2796,7.070849,69.73987,BCC,0.255
2797,-15.811151,57.063263,Icosahedron,0.275
2798,38.74768,27.914038,FCC,0.825
2799,13.224771,30.154678,SC,0.615
2800,-16.697443,100.865326,FCC,0.065
2801,-3.9835725,-3.8101668,HCP,1.0
2802,-18.860846,14.461931,HCP,0.7
2803,-46.8626,73.312,HCP,0.21
2804,-21.989687,116.20791,Octahedron,0.03
2805,-19.729586,85.99877,Decahedron,0.115
2806,-52.679947,17.442444,HCP,0.6
2807,-39.098057,74.94528,HCP,0.18
2808,40.36979,14.920198,Decahedron,0.96
2809,4.633313,18.747501,Decahedron,0.71
2810,2.50523,13.139541,HCP,0.75
2811,-27.29691,5.8841643,HCP,0.8
2812,-26.452929,15.374805,HCP,0.63
2813,-23.306507,108.03972,HCP,0.04
2814,1.0460619,79.5921,BCC,0.165
2815,-0.32231832,39.233868,SC,0.435
2816,-20.245266,92.81744,HCP,0.08
2817,26.790636,22.062462,Decahedron,0.78
2818,36.87204,5.9446187,HCP,1.0
2819,8.400546,1.0943698,HCP,0.96
2820,3.0152483,41.067375,FCC,0.435
2821,-10.289097,67.87445,Decahedron,0.195
2822,-20.93917,53.181774,HCP,0.27
2823,4.4033012,18.496052,Decahedron,0.71
2824,25.713999,26.846554,Octahedron,0.73
2825,27.568045,10.768976,Decahedron,0.89
2826,-23.001373,3.906525,HCP,0.81
2827,-37.268562,61.588497,HCP,0.24
2828,-24.540577,82.80146,HCP,0.12
2829,-25.33875,69.529625,HCP,0.18
2830,-41.623898,65.72426,HCP,0.24
2831,-3.2703042,74.969505,SC,0.165
2832,-19.04258,46.294308,Decahedron,0.355
2833,-26.846634,24.829664,HCP,0.54
2834,47.152287,21.01288,SC,0.855
2835,-15.088911,5.1171427,HCP,0.81
2836,-25.136545,70.08161,HCP,0.18
2837,-15.611022,18.206093,HCP,0.6
2838,61.281425,9.059932,SC,0.925
2839,-3.145823,4.4759407,HCP,0.9
2840,-27.30654,5.214253,HCP,0.8
2841,22.657576,11.357979,Decahedron,0.865
2842,-50.950104,96.962685,HCP,0.08
2843,-1.6675394,20.650898,Decahedron,0.635
2844,-24.44937,82.729065,HCP,0.12
2845,36.78155,28.770575,FCC,0.825
2846,-23.534855,32.71157,HCP,0.45
2847,12.790598,29.708584,SC,0.615
2848,-15.230221,62.628193,Decahedron,0.245
2849,-21.854061,116.48065,Octahedron,0.03
2850,13.721571,19.728949,Decahedron,0.735
2851,17.569061,13.734925,Decahedron,0.765
2852,13.789583,56.669296,BCC,0.445
2853,-52.140995,67.65741,HCP,0.24
2854,-35.40851,2.7388196,HCP,0.8
2855,13.623531,37.376328,SC,0.585
2856,-39.8747,89.00005,HCP,0.12
2857,-15.8682575,0.9243078,HCP,0.9
2858,-17.24888,69.125275,Decahedron,0.2
2859,12.205912,64.355446,BCC,0.295
2860,-16.399303,5.941813,HCP,0.81
2861,-66.25883,64.57276,HCP,0.3
2862,-11.747933,43.898045,Decahedron,0.375
2863,-13.5440235,31.080757,Decahedron,0.505
2864,-29.907253,12.211373,HCP,0.72
2865,-50.348545,19.48493,HCP,0.6
2866,-5.737242,-3.786861,HCP,1.0
2867,-29.05802,12.02672,HCP,0.72
2868,-65.15636,44.599083,HCP,0.4
2869,-52.345497,26.174944,HCP,0.54
2870,-42.474724,37.3313,HCP,0.42
2871,-12.753251,78.102516,Decahedron,0.145
2872,-20.285328,35.762383,Decahedron,0.435
2873,-50.28014,42.654095,HCP,0.4
2874,-25.987282,15.549891,HCP,0.63
2875,-15.708368,67.01096,Decahedron,0.2
2876,-27.511232,76.31258,HCP,0.16
2877,-4.662396,31.587208,Decahedron,0.5
2878,1.4901903,21.206839,Decahedron,0.635
2879,-26.028057,100.86319,HCP,0.06
2880,-58.864822,63.320812,HCP,0.27
2881,4.4940543,18.539078,Decahedron,0.71
2882,-52.403126,39.74813,HCP,0.4
2883,6.199935,31.25622,Decahedron,0.525
2884,-39.46017,22.067139,HCP,0.56
2885,-31.150654,16.72981,HCP,0.64
2886,-61.203815,65.722534,HCP,0.27
2887,-4.560427,58.26948,SC,0.285
2888,-35.12537,70.01419,HCP,0.2
2889,-3.0302293,4.3255577,HCP,0.9
2890,-19.36014,102.49622,Decahedron,0.065
2891,-29.536037,94.59304,HCP,0.08
2892,-19.773933,35.51197,Decahedron,0.435
2893,-11.370446,55.293877,Decahedron,0.275
2894,26.72122,0.50173205,HCP,0.98
2895,18.795158,60.26528,BCC,0.415
2896,-15.349193,104.41663,Icosahedron,0.065
2897,39.059837,13.656672,Decahedron,0.96
2898,-35.79664,57.6377,HCP,0.25
2899,-8.585874,82.15361,SC,0.125
2900,31.079697,39.981274,BCC,0.685
2901,-15.362163,111.481186,SC,0.035
2902,-24.899706,123.09234,Decahedron,0.025
2903,-55.174637,57.332066,HCP,0.32
2904,-5.8568945,4.213475,HCP,0.9
2905,-50.844955,19.176773,HCP,0.6
2906,-30.549994,22.08358,HCP,0.56
2907,16.901297,38.283276,SC,0.625
2908,-19.684351,85.94561,Decahedron,0.115
2909,-10.684026,56.07714,Decahedron,0.275
2910,-19.567286,86.067856,Decahedron,0.115
2911,-27.324924,5.5723743,HCP,0.8
2912,34.348793,36.115543,BCC,0.715
2913,-54.261654,69.58834,HCP,0.24
2914,-47.045082,100.77804,HCP,0.07
2915,-30.166382,17.662647,HCP,0.64
2916,-16.385021,122.633705,BCC,0.045
2917,-47.61856,25.505325,HCP,0.54
2918,-32.494118,1.5814487,HCP,0.8
2919,-12.287882,41.18509,Decahedron,0.4
2920,14.210243,20.535002,Decahedron,0.735
2921,-19.457924,101.89265,Decahedron,0.065
2922,-67.171005,31.470564,HCP,0.5
2923,-59.150578,42.69664,HCP,0.4
2924,-3.9615674,58.653584,SC,0.285
2925,-4.493147,-3.8102381,HCP,1.0
2926,-20.96283,59.19183,Decahedron,0.255
2927,8.898152,47.968178,FCC,0.435
2928,-16.615206,82.16226,Decahedron,0.125
2929,-22.106321,116.278305,Octahedron,0.03
2930,-55.993343,57.263073,HCP,0.32
2931,-13.538105,41.973717,Decahedron,0.4
2932,-39.40708,29.522682,HCP,0.49
2933,-64.57943,44.195385,HCP,0.4
2934,-8.739181,0.7801276,HCP,0.9
2935,4.289605,56.054226,FCC,0.315
2936,-31.68822,22.84743,HCP,0.56
2937,26.255478,36.381157,FCC,0.675
2938,-3.5470672,52.622395,SC,0.315
2939,18.71755,20.17343,Decahedron,0.73
2940,-54.11104,40.462452,HCP,0.4
2941,-35.979614,69.86311,HCP,0.2
2942,-41.51365,65.45832,HCP,0.24
2943,-16.427624,81.59623,Decahedron,0.125
2944,6.386791,19.71754,Decahedron,0.71
2945,-21.848166,116.44952,Octahedron,0.03
2946,-54.37805,69.668724,HCP,0.24
2947,-29.75808,94.41419,HCP,0.08
2948,22.898083,13.864887,Decahedron,0.865
2949,-19.113232,46.53592,Decahedron,0.355
2950,42.263084,44.656742,BCC,0.785
2951,13.39195,30.489565,SC,0.615
2952,16.36302,48.05603,BCC,0.475
2953,-54.795536,47.331585,HCP,0.36
2954,22.522758,46.203533,BCC,0.565
2955,-1.3734853,17.463589,HCP,0.64
2956,-7.1214523,51.539265,SC,0.315
2957,-23.112011,107.64185,HCP,0.04
2958,-27.42381,61.136047,HCP,0.24
2959,-19.767557,35.349823,Decahedron,0.435
2960,-3.6250162,58.58464,SC,0.285
2961,17.192139,29.850634,SC,0.645
2962,2.5866444,50.54473,SC,0.405
2963,-30.282814,3.5297503,HCP,0.8
2964,-26.08382,101.05324,HCP,0.06
2965,2.7087874,0.32235354,HCP,1.0
2966,32.572205,7.353217,HCP,1.0
2967,-30.305338,96.84863,HCP,0.08
2968,25.473814,59.784794,BCC,0.455
2969,-15.455254,67.254265,Decahedron,0.2
2970,-40.937588,89.61036,HCP,0.12
2971,-27.91677,5.480732,HCP,0.8
2972,-41.09999,65.13073,HCP,0.24
2973,3.087354,13.021015,HCP,0.75
2974,-59.775135,80.30361,HCP,0.18
2975,-57.483227,96.858185,HCP,0.09
2976,-32.37655,75.8599,HCP,0.16
2977,-44.7841,99.872925,HCP,0.07
2978,17.200312,28.35722,SC,0.645
2979,3.562003,6.710259,HCP,0.84
2980,-33.78381,44.557335,HCP,0.36
2981,-33.47618,1.6130733,HCP,0.8
2982,-45.358917,71.57824,HCP,0.21
2983,-57.608543,77.885605,HCP,0.18
2984,-59.347237,36.499203,HCP,0.45
2985,-22.316587,25.847279,HCP,0.5
2986,-50.399143,42.794067,HCP,0.4
2987,-24.99176,122.957985,Decahedron,0.025
2988,17.52664,-0.1747153,HCP,0.96
2989,-11.574292,6.848342,HCP,0.8
2990,-35.950752,104.9009,HCP,0.05
2991,18.344261,6.9334617,HCP,0.9
2992,18.971302,20.579283,Decahedron,0.73
2993,-22.655514,3.0680037,HCP,0.81
