,x,y,stru_type,size
1875,-24.741457,82.41384,HCP,0.12
1876,8.2523155,1.2702787,HCP,0.96
1877,-61.358326,29.315805,HCP,0.5
1878,36.18437,21.454468,Decahedron,0.88
1879,-34.998863,15.204543,HCP,0.64
1880,-32.904068,10.863932,HCP,0.72
1881,-36.12991,69.8757,HCP,0.2
1882,-18.679768,113.03616,Decahedron,0.035
1883,-53.12592,95.11662,HCP,0.08
1884,58.517982,41.30602,BCC,0.905
1885,-33.379845,92.21178,HCP,0.1
1886,-24.853222,8.268091,HCP,0.72
1887,-20.802942,74.60714,Decahedron,0.155
1888,-23.041595,107.5692,HCP,0.04
1889,-64.98602,61.080833,HCP,0.3
1890,38.34863,21.300743,Decahedron,0.88
1891,-38.036846,30.297459,HCP,0.49
1892,-47.90889,25.855417,HCP,0.54
1893,-34.7349,78.35514,HCP,0.15
1894,-16.34908,47.53453,Decahedron,0.355
1895,5.807615,6.662616,HCP,0.84
1896,-38.104073,30.442953,HCP,0.49
1897,23.539509,10.843232,Decahedron,0.865
1898,-18.78926,113.02453,Decahedron,0.035
1899,-16.515335,57.577885,Icosahedron,0.275
1900,-16.34215,88.821655,Decahedron,0.095
1901,3.566997,55.48183,FCC,0.315
1902,-16.133886,88.82967,Decahedron,0.095
1903,36.41448,12.098477,Decahedron,0.96
1904,-34.429737,93.10446,HCP,0.1
1905,-36.049282,46.687393,HCP,0.36
1906,34.79499,20.092676,Decahedron,0.88
1907,-29.48388,29.652506,HCP,0.48
1908,24.63238,4.1184926,HCP,0.96
1909,-42.649826,77.11987,HCP,0.18
1910,-22.659266,50.735058,Decahedron,0.31
1911,14.576656,39.177414,SC,0.585
1912,-50.227047,81.987175,HCP,0.16
1913,29.593258,21.5524,Decahedron,0.78
1914,-54.148533,47.38286,HCP,0.36
1915,33.23729,6.1512427,HCP,1.0
1916,32.488914,42.44589,BCC,0.685
1917,-30.920256,52.350685,HCP,0.3
1918,8.511324,14.215376,Icosahedron,0.735
1919,-37.897453,61.9314,HCP,0.24
1920,8.340327,48.9111,FCC,0.435
1921,-25.273417,8.266958,HCP,0.72
1922,-58.04018,78.32519,HCP,0.18
1923,-21.079327,59.277378,Decahedron,0.255
1924,-9.579934,99.12641,BCC,0.075
1925,-65.12045,44.617535,HCP,0.4
1926,-19.318584,101.93847,Decahedron,0.065
1927,-21.844202,54.165943,HCP,0.27
1928,-26.057781,100.90893,HCP,0.06
1929,-29.632557,11.935508,HCP,0.72
1930,-17.582859,27.289503,HCP,0.48
1931,-31.667389,76.50962,HCP,0.16
1932,-43.722233,47.72639,HCP,0.35
1933,-61.020042,89.38372,HCP,0.1
1934,-16.013208,56.49321,Icosahedron,0.275
1935,-27.01044,24.329872,HCP,0.54
1936,-10.542048,67.60787,Decahedron,0.195
1937,7.1071873,69.59187,BCC,0.255
1938,-38.92335,2.1485343,HCP,0.8
1939,16.712399,4.8256063,HCP,0.9
1940,-23.53368,-0.42131013,HCP,0.81
1941,-7.2781496,37.218678,Decahedron,0.425
1942,13.320121,30.105728,SC,0.615
1943,9.585646,17.774572,Icosahedron,0.735
1944,-52.93119,39.926453,HCP,0.4
1945,-58.231285,35.585968,HCP,0.45
1946,-30.236654,96.74497,HCP,0.08
1947,-53.750076,68.74927,HCP,0.24
1948,-24.655018,82.45763,HCP,0.12
1949,23.447916,10.639001,Decahedron,0.865
1950,-13.318545,30.730295,Decahedron,0.505
1951,9.258221,70.85386,BCC,0.255
1952,9.003854,71.37966,BCC,0.255
1953,-39.338547,46.066822,HCP,0.36
1954,-26.631493,32.7487,HCP,0.45
1955,-3.353774,4.7038713,HCP,0.9
1956,-32.60889,2.0915008,HCP,0.8
1957,18.502312,16.143019,Decahedron,0.765
1958,-4.4860706,57.850895,SC,0.285
1959,-36.201252,106.088196,HCP,0.05
1960,-18.474417,28.71255,HCP,0.48
1961,-8.003224,37.16307,Decahedron,0.425
1962,-41.219204,89.481094,HCP,0.12
1963,-35.937096,8.813474,HCP,0.72
1964,-27.508648,61.337677,HCP,0.24
1965,20.20851,21.709124,Decahedron,0.73
1966,-15.727266,12.306668,HCP,0.7
1967,-26.897121,48.35442,HCP,0.32
1968,-25.909813,90.51004,HCP,0.09
1969,-53.61033,96.223495,HCP,0.08
1970,19.939453,6.5814795,HCP,0.9
1971,25.841541,19.211044,Decahedron,0.78
1972,-9.464027,2.1364357,HCP,0.9
1973,47.174755,23.214386,SC,0.855
1974,-53.368515,55.957447,HCP,0.32
1975,4.593941,63.845596,BCC,0.285
1976,25.284258,51.367626,BCC,0.565
1977,-19.823687,85.70765,Decahedron,0.115
1978,1.3761847,9.182458,HCP,0.84
1979,18.717682,60.9081,BCC,0.415
1980,-32.084457,53.377827,HCP,0.3
1981,-55.245296,33.70064,HCP,0.45
1982,16.486206,4.797725,HCP,0.9
1983,30.636652,23.15413,Decahedron,0.78
1984,-16.622456,17.93391,HCP,0.6
1985,-15.741845,5.3910303,HCP,0.81
1986,-19.900564,102.027824,Decahedron,0.065
1987,-3.8092341,53.508743,SC,0.315
1988,-52.230625,68.3624,HCP,0.24
1989,-7.2522306,51.91062,SC,0.315
1990,7.018427,19.819727,Decahedron,0.71
1991,-40.695847,37.86765,HCP,0.42
1992,4.9166155,63.837082,BCC,0.285
1993,-21.092901,129.81067,BCC,0.045
1994,-31.036983,28.959707,HCP,0.48
1995,-9.474503,98.7965,BCC,0.075
1996,-0.5154382,48.252968,SC,0.405
1997,-46.06754,72.27336,HCP,0.21
1998,-15.498346,21.692478,HCP,0.6
1999,-22.94965,41.884308,HCP,0.36
2000,5.657347,30.879679,Decahedron,0.525
2001,-27.474161,24.173573,HCP,0.54
2002,-19.61237,85.84719,Decahedron,0.115
2003,-23.903759,33.53969,HCP,0.45
2004,-12.373122,78.16695,Decahedron,0.145
2005,59.525608,22.698595,SC,0.895
2006,-48.91968,53.782665,HCP,0.32
2007,-42.51093,58.568268,HCP,0.28
2008,-9.432874,7.7923083,HCP,0.8
2009,-64.514824,75.81864,HCP,0.2
2010,13.750055,66.49386,BCC,0.295
2011,-35.46122,45.98545,HCP,0.36
2012,-9.216786,35.754642,Decahedron,0.425
2013,37.78737,29.058548,FCC,0.825
2014,-29.910486,40.201675,HCP,0.4
2015,-7.504879,6.3489304,HCP,0.8
2016,30.412886,41.12528,BCC,0.685
2017,25.479694,51.56269,BCC,0.565
2018,-13.151073,30.736969,Decahedron,0.505
2019,-5.1167536,31.4666,Decahedron,0.5
2020,-43.139496,58.822,HCP,0.28
2021,-40.937424,22.705261,HCP,0.56
2022,-29.753561,12.466176,HCP,0.72
2023,34.513676,19.06301,Decahedron,0.88
2024,24.656914,59.908928,BCC,0.455
2025,-53.32674,47.378044,HCP,0.36
2026,-37.80843,38.79285,HCP,0.42
2027,-53.07716,95.26621,HCP,0.08
2028,-61.68043,91.09308,HCP,0.1
2029,-29.234722,12.053441,HCP,0.72
2030,-53.624622,84.80353,HCP,0.16
2031,-25.762533,90.23918,HCP,0.09
2032,-6.8145475,10.473916,HCP,0.72
2033,2.0740714,8.353521,HCP,0.84
2034,-0.5249399,68.6152,FCC,0.215
2035,-16.228151,88.89842,Decahedron,0.095
2036,-22.58837,50.28748,Decahedron,0.31
2037,-22.996584,27.08116,HCP,0.5
2038,-2.3071036,20.872698,Decahedron,0.635
2039,-26.856653,48.6177,HCP,0.32
2040,-18.36202,-2.4133623,HCP,0.9
2041,-30.932236,52.35404,HCP,0.3
2042,-19.638296,102.49484,Decahedron,0.065
2043,-21.849735,54.288975,HCP,0.27
2044,50.914326,25.299345,SC,0.855
2045,-25.58447,18.048029,HCP,0.63
2046,-35.341755,58.871716,HCP,0.25
2047,-34.470577,80.489624,HCP,0.15
2048,-16.256,88.988106,Decahedron,0.095
2049,24.637274,49.466747,BCC,0.565
2050,-14.583252,61.71809,Decahedron,0.245
2051,-48.402763,60.36119,HCP,0.28
2052,-30.817959,22.314604,HCP,0.56
2053,-22.047249,116.25657,Octahedron,0.03
2054,-37.85301,61.63286,HCP,0.24
2055,2.3148084,50.26895,SC,0.405
2056,-3.4598794,75.08752,SC,0.165
2057,-10.947821,56.152065,Decahedron,0.275
2058,0.25621408,5.9964437,HCP,0.84
2059,30.595585,22.917791,Decahedron,0.78
2060,17.594524,57.959267,BCC,0.415
2061,-11.896009,41.073467,Decahedron,0.4
2062,-19.679304,85.74549,Decahedron,0.115
2063,-46.477943,61.15996,HCP,0.28
2064,-4.1376414,75.34778,SC,0.165
2065,-5.0744543,52.75593,SC,0.315
2066,-23.182491,27.084377,HCP,0.5
2067,-57.71776,47.288425,HCP,0.36
2068,13.118173,65.00145,BCC,0.295
2069,-25.927776,90.42459,HCP,0.09
2070,9.312342,71.32717,BCC,0.255
2071,-54.30924,40.419827,HCP,0.4
2072,-59.130795,50.386765,HCP,0.36
2073,38.204926,6.2604933,HCP,1.0
2074,-40.633026,37.946552,HCP,0.42
2075,15.309654,5.1369977,HCP,0.9
2076,-43.824608,31.289057,HCP,0.48
2077,25.821596,51.375298,BCC,0.565
2078,-23.516586,9.795647,HCP,0.72
2079,51.010956,24.549273,SC,0.855
2080,-15.060503,62.46274,Decahedron,0.245
2081,-9.0712,0.66653377,HCP,0.9
2082,-3.27174,58.482433,SC,0.285
2083,-10.5116005,67.984375,Decahedron,0.195
2084,-47.49137,100.82038,HCP,0.07
2085,-40.296093,30.626116,HCP,0.49
2086,-32.331516,75.794815,HCP,0.16
2087,10.036567,11.166328,HCP,0.8
2088,-24.77116,82.30539,HCP,0.12
2089,-24.70441,112.628136,HCP,0.03
2090,-37.562325,38.847237,HCP,0.42
2091,-5.55907,91.9989,SC,0.095
2092,33.666885,35.482895,BCC,0.715
2093,-5.7204547,72.93091,SC,0.165
2094,-19.674297,102.40589,Decahedron,0.065
2095,-10.095678,30.870033,Decahedron,0.505
2096,-37.63722,45.403915,HCP,0.36
2097,-31.000671,52.6034,HCP,0.3
2098,-34.782997,7.2829447,HCP,0.72
2099,58.24863,21.407988,SC,0.895
2100,-47.707226,8.923694,HCP,0.7
2101,-23.35975,41.44595,HCP,0.36
2102,14.404633,46.796013,BCC,0.475
2103,-61.743515,82.75827,HCP,0.18
2104,-61.824417,91.38098,HCP,0.1
2105,-26.398003,32.240124,HCP,0.45
2106,13.787816,45.7499,BCC,0.475
2107,-7.182782,91.75436,SC,0.095
2108,-23.52675,9.780613,HCP,0.72
2109,-41.005047,52.885147,HCP,0.3
2110,-55.28071,70.79939,HCP,0.24
2111,-16.859074,-0.9835073,HCP,0.9
2112,1.0156395,78.28891,BCC,0.165
2113,2.0763385,50.77452,SC,0.405
2114,-19.685715,18.942873,HCP,0.6
2115,-6.904677,10.636793,HCP,0.72
2116,-36.887352,80.45971,HCP,0.15
2117,36.904404,46.208397,BCC,0.745
2118,-15.375368,104.46424,Icosahedron,0.065
2119,4.0940413,7.490244,HCP,0.84
2120,-59.226254,50.39222,HCP,0.36
2121,-45.527306,84.57101,HCP,0.14
2122,-11.24222,55.3516,Decahedron,0.275
2123,-63.64464,29.718433,HCP,0.5
2124,-41.72546,65.45687,HCP,0.24
2125,-61.50633,89.86582,HCP,0.1
2126,-15.619506,20.779226,HCP,0.6
2127,-11.952195,44.32813,Decahedron,0.375
2128,-15.480047,56.544975,Icosahedron,0.275
2129,24.063747,58.367958,BCC,0.455
2130,-7.9032173,20.186222,HCP,0.64
2131,14.472659,19.62435,Decahedron,0.735
2132,-44.20251,31.45789,HCP,0.48
2133,-3.038136,30.913198,Decahedron,0.5
2134,-10.573052,88.85102,Octahedron,0.095
2135,-52.270576,25.42987,HCP,0.54
2136,11.485467,1.8522608,HCP,0.96
2137,13.682922,19.711393,Decahedron,0.735
2138,-30.431942,85.46574,HCP,0.12
2139,-49.833244,9.594582,HCP,0.7
2140,-15.367244,1.1627415,HCP,0.9
2141,-36.002518,70.06128,HCP,0.2
2142,-36.128357,105.74475,HCP,0.05
2143,35.120728,38.409195,BCC,0.715
2144,-16.431906,99.825325,FCC,0.065
2145,-54.763798,47.449436,HCP,0.36
2146,24.041065,46.83319,BCC,0.565
2147,-39.40203,101.98219,HCP,0.06
2148,-41.075436,65.04806,HCP,0.24
2149,-12.052026,8.529179,HCP,0.8
2150,-10.942269,88.54345,Octahedron,0.095
2151,-0.5364584,38.526314,SC,0.435
2152,-43.44334,48.095615,HCP,0.35
2153,-0.40009677,43.109398,Octahedron,0.425
2154,-16.378517,88.85916,Decahedron,0.095
2155,5.254896,43.102085,SC,0.465
2156,-0.169806,43.458286,Octahedron,0.425
2157,48.37931,24.216017,SC,0.855
2158,7.1628923,69.67702,BCC,0.255
2159,3.4506087,13.194785,HCP,0.75
2160,-3.9711294,58.52563,SC,0.285
2161,23.707865,13.180071,Decahedron,0.865
2162,-54.759964,18.023447,HCP,0.6
2163,-15.69522,103.39081,Icosahedron,0.065
2164,-24.572702,82.57558,HCP,0.12
2165,-19.041807,45.028286,Decahedron,0.355
2166,51.14996,26.094599,SC,0.855
2167,-39.218384,53.341557,HCP,0.3
2168,-39.954018,102.10854,HCP,0.06
2169,-14.683281,105.37092,Icosahedron,0.065
2170,-45.98449,85.00929,HCP,0.14
2171,47.158672,14.507235,SC,0.975
2172,14.534048,38.140526,SC,0.585
2173,47.490574,16.0049,SC,0.975
2174,5.776616,44.888718,SC,0.465
2175,-13.729417,51.937508,Decahedron,0.27
2176,-36.96747,44.73201,HCP,0.36
2177,18.387888,58.950935,BCC,0.415
2178,-14.772241,62.132122,Decahedron,0.245
2179,14.393607,13.385945,Decahedron,0.765
2180,-29.98168,109.6611,HCP,0.04
2181,-25.421524,10.765535,HCP,0.72
2182,-54.967365,70.64019,HCP,0.24
2183,-10.845753,88.61911,Octahedron,0.095
2184,16.252516,4.6841106,HCP,0.9
2185,-38.365932,22.632183,HCP,0.56
2186,26.468794,27.006544,Octahedron,0.73
2187,-26.007114,100.6567,HCP,0.06
2188,26.08361,36.681274,FCC,0.675
2189,-49.2037,32.1462,HCP,0.48
2190,-51.816162,67.681984,HCP,0.24
2191,-30.565882,85.6954,HCP,0.12
2192,30.380846,28.601948,Octahedron,0.73
2193,-12.307643,61.581993,Decahedron,0.245
2194,4.5786185,42.11599,SC,0.465
2195,-10.586184,56.915565,Decahedron,0.275
2196,42.256,32.243786,FCC,0.855
2197,-48.66629,46.736847,HCP,0.35
2198,-58.509727,63.2968,HCP,0.27
2199,-32.448822,58.12009,HCP,0.25
2200,13.941446,66.06094,BCC,0.295
2201,-15.641338,67.616264,Decahedron,0.2
2202,17.246529,30.716616,SC,0.645
2203,-3.0279946,4.108076,HCP,0.9
2204,-23.970709,-0.34069866,HCP,0.81
2205,-22.57279,2.920071,HCP,0.81
2206,-38.230644,54.54802,HCP,0.3
2207,-46.384308,100.47991,HCP,0.07
2208,4.87275,63.61138,BCC,0.285
2209,-20.764816,59.105793,Decahedron,0.255
2210,-48.192024,31.49593,HCP,0.48
2211,-18.428795,44.677574,Decahedron,0.355
2212,-46.331444,39.815334,HCP,0.42
2213,-53.2927,47.187515,HCP,0.36
2214,-35.689804,69.81598,HCP,0.2
2215,-8.784067,13.676388,HCP,0.72
2216,4.3767896,18.56772,Decahedron,0.71
2217,-49.189556,32.01564,HCP,0.48
2218,-26.984638,47.443855,HCP,0.32
2219,43.028522,48.43126,BCC,0.785
2220,9.090576,82.38048,BCC,0.175
2221,3.4572725,7.210401,HCP,0.84
2222,7.24286,70.48845,BCC,0.255
2223,-5.920395,20.718222,HCP,0.64
2224,-34.480045,7.628826,HCP,0.72
2225,-43.967968,31.326088,HCP,0.48
2226,-47.242207,53.200634,HCP,0.32
2227,-18.709238,112.946724,Decahedron,0.035
2228,-6.660878,20.902378,HCP,0.64
2229,-16.196972,111.81058,SC,0.035
2230,-24.51055,1.0459578,HCP,0.81
2231,-16.070263,68.270035,Decahedron,0.2
2232,-49.082436,23.902973,HCP,0.54
2233,-18.348715,28.592224,HCP,0.48
2234,-46.346474,14.627262,HCP,0.63
2235,-6.778726,17.572273,HCP,0.64
2236,-25.74526,90.4066,HCP,0.09
2237,23.690393,10.916119,Decahedron,0.865
2238,-25.17435,17.486654,HCP,0.63
2239,-19.198198,14.07372,HCP,0.7
2240,-31.209955,16.693321,HCP,0.64
2241,-64.51763,30.570198,HCP,0.5
2242,14.4404745,39.959267,SC,0.585
2243,-67.956604,44.157623,HCP,0.4
2244,-15.970624,112.1511,SC,0.035
2245,-30.34106,96.79807,HCP,0.08
2246,-55.977432,71.48503,HCP,0.24
2247,14.944241,5.880769,HCP,0.9
2248,-10.232761,67.804474,Decahedron,0.195
2249,21.25249,18.315601,Decahedron,0.78
2250,20.608015,36.633373,SC,0.625
2251,5.5635114,63.69582,BCC,0.285
2252,-46.654976,61.214714,HCP,0.28
2253,-10.98106,89.17291,Octahedron,0.095
2254,-60.011993,51.08455,HCP,0.36
2255,17.998446,58.129696,BCC,0.415
2256,34.21789,19.939646,Decahedron,0.88
2257,-29.661005,109.58276,HCP,0.04
2258,15.989135,14.300726,Decahedron,0.765
2259,-16.841133,14.160149,HCP,0.7
2260,-41.424866,89.51572,HCP,0.12
2261,1.1003467,40.257435,SC,0.435
2262,-42.82483,58.618874,HCP,0.28
2263,-17.863932,28.01405,HCP,0.48
2264,3.9947615,0.19693056,HCP,1.0
2265,-40.933475,29.231878,HCP,0.49
2266,-51.389977,32.896065,HCP,0.48
2267,-21.923784,2.5983388,HCP,0.81
2268,-19.617315,86.00227,Decahedron,0.115
2269,62.882298,18.759502,SC,0.925
2270,30.791,13.598099,Decahedron,0.89
2271,-25.625767,89.986244,HCP,0.09
2272,-28.01671,37.847305,HCP,0.4
2273,43.09631,32.2455,FCC,0.855
2274,-17.8825,28.021774,HCP,0.48
2275,-7.198102,11.399675,HCP,0.72
2276,-3.8562026,-4.104804,HCP,1.0
2277,-30.914917,85.96454,HCP,0.12
2278,-16.249966,93.6953,Decahedron,0.09
2279,-62.042244,44.072536,HCP,0.4
2280,50.621822,17.965963,SC,0.975
2281,-49.97368,96.0343,HCP,0.08
2282,-8.511289,36.6548,Decahedron,0.425
2283,-12.411316,78.21855,Decahedron,0.145
2284,-48.83189,31.966608,HCP,0.48
2285,14.604659,39.365204,SC,0.585
2286,-15.700176,19.918547,HCP,0.6
2287,-35.151096,93.08411,HCP,0.1
2288,-24.526144,82.74446,HCP,0.12
2289,20.4681,39.284054,SC,0.625
2290,-29.342533,28.94427,HCP,0.48
2291,23.373806,10.919619,Decahedron,0.865
2292,9.351407,71.00848,BCC,0.255
2293,12.315409,3.5914896,HCP,0.96
2294,-0.40398312,68.71379,FCC,0.215
2295,-34.488506,58.525955,HCP,0.25
2296,2.8638475,31.112608,Decahedron,0.525
2297,-6.025934,66.43919,Octahedron,0.22
2298,-10.7126255,88.5764,Octahedron,0.095
2299,-37.69024,30.375845,HCP,0.49
2300,-12.708683,62.178497,Decahedron,0.245
2301,-35.66343,69.815384,HCP,0.2
2302,-20.857397,55.676434,HCP,0.27
2303,-15.923008,18.037794,HCP,0.6
2304,-59.44715,50.56433,HCP,0.36
2305,-20.260496,20.4351,HCP,0.6
2306,0.37176734,48.340664,SC,0.405
2307,-10.876128,88.246,Octahedron,0.095
2308,-2.720142,42.320396,Octahedron,0.425
2309,-29.751532,109.339645,HCP,0.04
2310,-55.527252,93.66218,HCP,0.09
2311,8.788674,48.02543,FCC,0.435
2312,-27.312037,61.285824,HCP,0.24
2313,-31.932268,76.453476,HCP,0.16
2314,-25.891724,18.08669,HCP,0.63
2315,34.591064,39.283062,BCC,0.715
2316,-11.324332,96.94221,BCC,0.075
2317,-20.130365,92.879326,HCP,0.08
2318,-31.445524,66.90992,HCP,0.2
2319,-22.623402,3.4542332,HCP,0.81
2320,-45.634697,31.129278,HCP,0.48
2321,34.276947,19.95262,Decahedron,0.88
2322,49.370304,15.674296,SC,0.975
2323,-35.88376,59.423985,HCP,0.25
2324,-15.54163,1.0377061,HCP,0.9
2325,-25.109076,122.98451,Decahedron,0.025
2326,46.195755,42.121048,BCC,0.865
2327,8.277643,49.385666,FCC,0.435
2328,13.498766,65.76836,BCC,0.295
2329,-40.137592,74.04934,HCP,0.18
2330,-20.75005,55.534256,HCP,0.27
2331,18.293772,58.69362,BCC,0.415
2332,14.524328,1.229353,HCP,0.96
2333,21.933151,0.5808278,HCP,0.98
2334,-20.917095,59.195118,Decahedron,0.255
2335,-15.096531,111.32525,SC,0.035
2336,-23.539719,1.0913318,HCP,0.81
2337,-47.23613,73.670395,HCP,0.21
2338,-50.346928,82.65231,HCP,0.16
2339,-28.685284,38.726818,HCP,0.4
2340,-37.640713,2.5140858,HCP,0.8
2341,-1.8941369,14.653074,Icosahedron,0.735
2342,-29.908005,17.236547,HCP,0.64
2343,49.523663,38.56702,BCC,0.865
2344,-2.0131738,85.03301,SC,0.135
2345,-14.658248,61.85452,Decahedron,0.245
2346,-30.125935,96.677155,HCP,0.08
2347,58.89184,48.57737,BCC,0.905
2348,18.757269,30.953516,SC,0.645
2349,13.697614,30.882887,SC,0.615
2350,-16.519672,100.52771,FCC,0.065
2351,-48.5004,60.531593,HCP,0.28
2352,17.07649,0.118165895,HCP,0.96
2353,47.82334,16.744602,SC,0.975
2354,-43.77512,48.151558,HCP,0.35
2355,-61.40184,29.376534,HCP,0.5
2356,-13.970193,99.5502,Icosahedron,0.065
2357,-49.910446,23.636007,HCP,0.54
2358,-32.395676,75.155754,HCP,0.16
2359,-8.208361,43.24157,SC,0.315
2360,-39.37296,45.77448,HCP,0.36
2361,-68.209236,46.985176,HCP,0.4
2362,-16.407309,88.67732,Decahedron,0.095
2363,-15.224824,111.403824,SC,0.035
2364,40.06882,34.778873,FCC,0.855
2365,-66.29242,44.106106,HCP,0.4
2366,30.082466,22.483662,Decahedron,0.78
2367,28.116554,5.5800066,HCP,0.96
2368,-22.89864,41.94389,HCP,0.36
2369,6.378842,30.968285,Decahedron,0.525
2370,-20.276083,94.047714,HCP,0.08
2371,-27.002338,37.53113,HCP,0.4
2372,-20.415726,92.245544,HCP,0.08
2373,-64.70062,44.385395,HCP,0.4
2374,-23.675076,32.269497,HCP,0.45
2375,37.6616,48.34686,BCC,0.745
2376,-34.400127,80.558815,HCP,0.15
2377,19.371557,6.916659,HCP,0.9
2378,13.915794,35.65175,SC,0.585
2379,-56.378292,95.25426,HCP,0.09
2380,21.31924,23.165285,Decahedron,0.73
2381,-22.845467,41.80179,HCP,0.36
2382,32.34866,43.639256,BCC,0.685
2383,-20.554632,129.07074,BCC,0.045
2384,-30.45649,96.70995,HCP,0.08
2385,-48.384605,23.75452,HCP,0.54
2386,28.538109,10.783592,Decahedron,0.89
2387,-43.163036,22.002224,HCP,0.56
2388,-45.935863,46.451008,HCP,0.35
2389,1.9151758,24.9256,Decahedron,0.58
2390,-26.878767,24.804659,HCP,0.54
2391,-9.804147,99.48615,BCC,0.075
2392,-12.055186,40.978813,Decahedron,0.4
2393,-27.189405,5.656439,HCP,0.8
2394,-40.28444,22.5547,HCP,0.56
2395,-3.4155974,4.55996,HCP,0.9
2396,-39.32079,88.26593,HCP,0.12
2397,-41.77742,104.94073,HCP,0.06
2398,14.431003,13.560366,Decahedron,0.765
2399,-32.49693,67.42588,HCP,0.2
2400,-36.129402,105.71071,HCP,0.05
2401,-25.75665,18.128654,HCP,0.63
2402,-12.102682,78.1886,Decahedron,0.145
2403,-11.696011,13.719038,HCP,0.72
2404,-13.97401,79.78755,Decahedron,0.145
2405,5.418949,18.954945,Decahedron,0.71
2406,-44.451267,38.828583,HCP,0.42
2407,-17.813057,3.9094963,HCP,0.81
2408,0.113645434,43.337265,Octahedron,0.425
2409,-20.10053,4.234643,HCP,0.81
2410,-43.208412,58.623417,HCP,0.28
2411,-60.47425,81.385345,HCP,0.18
2412,14.421865,13.188049,Decahedron,0.765
2413,-11.715193,44.36631,Decahedron,0.375
2414,-17.623432,93.04813,Decahedron,0.09
2415,-59.832367,80.46186,HCP,0.18
2416,-5.5685096,11.692261,HCP,0.72
2417,-62.34173,44.376247,HCP,0.4
2418,-8.343115,82.73911,SC,0.125
2419,-27.299767,61.34011,HCP,0.24
2420,-59.33951,44.487247,HCP,0.4
2421,-12.066755,40.46945,Decahedron,0.4
2422,-25.029648,122.468,Decahedron,0.025
2423,8.260354,49.3915,FCC,0.435
2424,-31.29109,16.3645,HCP,0.64
2425,-20.628939,74.14345,Decahedron,0.155
2426,-18.532793,44.91729,Decahedron,0.355
2427,25.194468,49.696125,BCC,0.565
2428,-31.475533,68.15878,HCP,0.2
2429,9.036539,82.83153,BCC,0.175
2430,-27.344505,75.91678,HCP,0.16
2431,-38.868965,22.710382,HCP,0.56
2432,-32.28348,76.1012,HCP,0.16
2433,13.600021,65.98996,BCC,0.295
2434,48.655178,24.638083,SC,0.855
2435,-17.193432,106.746735,Icosahedron,0.065
2436,-15.772652,111.86985,SC,0.035
2437,-20.678,74.58687,Decahedron,0.155
2438,-0.526217,68.91297,FCC,0.215
2439,-3.0695353,85.975235,SC,0.135
2440,-22.866083,41.835114,HCP,0.36
2441,64.24666,32.722897,SC,0.895
2442,14.525881,52.34183,BCC,0.445
2443,-26.987934,5.6446476,HCP,0.8
2444,21.01985,40.30721,SC,0.625
2445,-22.96187,107.34023,HCP,0.04
2446,-23.347055,41.63455,HCP,0.36
2447,-19.593342,18.727102,HCP,0.6
2448,-61.088894,29.317356,HCP,0.5
2449,7.7691493,48.221985,FCC,0.435
2450,-60.776955,53.544125,HCP,0.36
2451,-31.962936,75.79048,HCP,0.16
2452,-18.550138,28.800024,HCP,0.48
2453,13.831898,1.0287797,HCP,0.96
2454,8.249405,81.14916,BCC,0.175
2455,1.9596319,39.557014,Octahedron,0.425
2456,-55.995747,71.64184,HCP,0.24
2457,5.30054,12.821025,HCP,0.75
2458,-53.5049,85.06167,HCP,0.16
2459,27.826334,27.833809,Octahedron,0.73
2460,-16.370272,13.500795,HCP,0.7
2461,-21.531767,54.85135,HCP,0.27
2462,6.0947227,4.6317244,HCP,0.84
2463,31.86672,42.205753,BCC,0.685
2464,-63.61666,94.182755,HCP,0.1
2465,-16.733616,100.24003,FCC,0.065
2466,-20.207642,93.00403,HCP,0.08
2467,-30.325682,96.84532,HCP,0.08
2468,-38.16359,15.586148,HCP,0.64
2469,-43.839146,47.051746,HCP,0.35
2470,30.203281,23.039455,Decahedron,0.78
2471,-15.833789,56.640423,Icosahedron,0.275
2472,27.210705,27.387989,Octahedron,0.73
2473,-25.79628,90.62142,HCP,0.09
2474,1.8320085,24.690783,Decahedron,0.58
2475,-29.945635,40.196594,HCP,0.4
2476,8.129414,14.580227,Icosahedron,0.735
2477,6.536044,70.42531,BCC,0.255
2478,5.6795053,5.194344,HCP,0.84
2479,-15.08819,52.192837,Decahedron,0.27
2480,-2.4987516,84.45068,SC,0.135
2481,-9.596742,31.196608,Decahedron,0.505
2482,-28.834675,4.878226,HCP,0.8
2483,36.57421,28.369844,FCC,0.825
2484,9.337622,82.3261,BCC,0.175
2485,57.716175,21.157618,SC,0.895
2486,-46.40911,9.121006,HCP,0.7
2487,-27.398876,61.53294,HCP,0.24
2488,-22.408201,50.324825,Decahedron,0.31
2489,8.565089,48.152042,FCC,0.435
2490,-5.4032764,66.514656,Octahedron,0.22
2491,-12.058841,39.098686,Decahedron,0.4
2492,-59.8599,44.837086,HCP,0.4
2493,5.4870577,0.49800253,HCP,1.0
2494,27.646101,34.363754,FCC,0.675
2495,-61.783577,77.053406,HCP,0.2
2496,-2.2259026,-2.037279,HCP,1.0
2497,30.992676,14.503411,Decahedron,0.89
2498,-16.015139,5.154378,HCP,0.81
2499,-5.949681,66.56889,Octahedron,0.22
2500,-44.97796,71.44785,HCP,0.21
2501,-27.566614,61.0375,HCP,0.24
2502,-38.801735,53.253963,HCP,0.3
